('阜阳市卫生健康委员会', '信息泄露漏洞', '中危')
('联想', '命令执行漏洞', '高危')
('韶关市曲江区门户网', '命令执行漏洞', '低危')
('东莞市政府', '命令执行漏洞', '高危')
('孝感市孝南区人力资源和社会保障局', '代码执行漏洞', '高危')
('华天旅游', '命令执行漏洞', '低危')
('山西省财政厅', '命令执行漏洞', '高危')
('知网', '命令执行漏洞', '高危')
('大连农商银行', '命令执行漏洞', '高危')
('长沙市公安局交通警察支队', '命令执行漏洞', '高危')
('贷贷通-互联网金融平台', '命令执行漏洞', '高危')
('天津市标准化研究院', '命令执行漏洞', '低危')
('重庆市开州区行政服务中心', '命令执行漏洞', '低危')
('华泰保险集团有限公司', '命令执行漏洞', '低危')
('潮州市人力资源和社会保障信息网', '命令执行漏洞', '低危')
('长沙市政府采购信息化管理平台', '命令执行漏洞', '高危')
('国家蛋白质科学中心', '代码执行漏洞', '低危')
('中关村', '命令执行漏洞', '高危')
('广州塔', '命令执行漏洞', '高危')
('山东省发展和改革委员会', '代码执行漏洞', '高危')
('上海戏剧学院', '命令执行漏洞', '低危')
('中国电信会易通', '命令执行漏洞', '高危')
('中国民用航空局清算中心', '命令执行漏洞', '低危')
('盛生网上药店', '命令执行漏洞', '高危')
('杭州老板电器股份有限公司', 'SQL注入漏洞', '低危')
('北京科技大学', '命令执行漏洞', '高危')
('佛山市教育局', '命令执行漏洞', '高危')
('中国电子银行网', '命令执行漏洞', '中危')
('青岛住房保障中心', '代码执行漏洞', '低危')
('深圳市港航和货运交通管理局', '命令执行漏洞', '高危')
('智汇网', '命令执行漏洞', '低危')
('渣丰投资', '命令执行漏洞', '高危')
(' 昂昂溪区政府', '命令执行漏洞', '低危')
('广州市网上办事大厅梅州分厅', '命令执行漏洞', '低危')
('易游酷', '命令执行漏洞', '低危')
('课堂内外杂志有限责任公司', '命令执行漏洞', '高危')
('上海衡怡智能科技有限公司', '命令执行漏洞', '低危')
('南昌市监察局', '命令执行漏洞', '低危')
('7车网', '命令执行漏洞', '低危')
('宝龙地产控股有限公司', '命令执行漏洞', '低危')
('重庆咖啡交易中心有限公司', '命令执行漏洞', '低危')
('上海泰坦科技股份有限公司', '命令执行漏洞', '低危')
('惠众财富', '代码执行漏洞', '低危')
('江苏开放大学', '命令执行漏洞', '低危')
('云南房网视频中心', '命令执行漏洞', '低危')
('河北气象局', '命令执行漏洞', '低危')
(' 广西公安厅出入境管理局', '命令执行漏洞', '低危')
('福建省高校数字图书馆文献系统', '代码执行漏洞', '低危')
('北科大教育基金会', '命令执行漏洞', '低危')
('广东工业大学管理学院', '代码执行漏洞', '低危')
('厦门市湖里区教师进修学校附属小学', '命令执行漏洞', '低危')
('天津市中小学学籍管理局', '命令执行漏洞', '低危')
('齐齐哈尔市人民政府', '代码执行漏洞', '低危')
('杭州市下城区委组织部', '命令执行漏洞', '低危')
('杭州市民卡', '命令执行漏洞', '低危')
('杭州市气象局', '命令执行漏洞', '低危')
('平顶山市政府', '命令执行漏洞', '低危')
('杭州市总工会', '命令执行漏洞', '低危')
('中共杭州市余杭区委组织部', '命令执行漏洞', '低危')
('黑龙江省公安厅交通警察总队', '代码执行漏洞', '低危')
('梅州市丰顺县人民政府', '命令执行漏洞', '低危')
('安徽省自然科学基金', '命令执行漏洞', '低危')
('安徽省墙体材料革新建筑节能推广办公室', '弱口令漏洞', '中危')
('太平洋保险集团旗下安信保险公司', '命令执行漏洞', '中危')
(' 广东省茂名市经济和信息化局', '命令执行漏洞', '低危')
('长春农商银行', '代码执行漏洞', '高危')
('上海杉达学院', '命令执行漏洞', '低危')
('中山市政府', '命令执行漏洞', '低危')
('中国联通广东分公司', '命令执行漏洞', '低危')
('汾酒集团', '代码执行漏洞', '低危')
('苏州市卫生和计划生育委员会', '命令执行漏洞', '低危')
('中山市教育局', '命令执行漏洞', '低危')
('中山市人民政府', '命令执行漏洞', '低危')
('中山市工商行政管理局', '代码执行漏洞', '低危')
('威海港集团有限公司', '代码执行漏洞', '低危')
('中山市政府', '代码执行漏洞', '低危')
('中山市公安局', '代码执行漏洞', '低危')
('苏州大学附属第二医院', '命令执行漏洞', '低危')
('中山市检察院', '命令执行漏洞', '低危')
('汕头市信息中心', '命令执行漏洞', '低危')
('广东省中山市三角镇人民政府', '命令执行漏洞', '低危')
('黑龙江省政府', '命令执行漏洞', '低危')
('河南省商务促进资金项目管理系统', '命令执行漏洞', '高危')
('莱芜市人民政府', '代码执行漏洞', '高危')
('贵州省高考成绩管理系统', '命令执行漏洞', '高危')
('贵州省住房和城乡建设厅', '命令执行漏洞', '高危')
('上海市文化广播影视管理局', '命令执行漏洞', '高危')
('搜狐畅游', '命令执行漏洞', '低危')
('中国学位与研究生教育信息网', '命令执行漏洞', '高危')
('榆林市纪委监察局网站', '命令执行漏洞', '低危')
('广州市统计数据采集平台', '命令执行漏洞', '低危')
('厦门市公安交通管理局', '命令执行漏洞', '高危')
('汕尾市综合电子政务平台', '命令执行漏洞', '高危')
('常州市质量技术监督局', '命令执行漏洞', '低危')
('陕西佳之易网络科技有限公司', '代码执行漏洞', '低危')
('秦皇岛市人民政府', '命令执行漏洞', '低危')
('中国81890服务网', '命令执行漏洞', '低危')
('民众镇人民政府', '命令执行漏洞', '低危')
('中山市卫生和计划生育局', '命令执行漏洞', '低危')
('中山市质监局', '命令执行漏洞', '低危')
('满堂红地产网', '命令执行漏洞', '低危')
('大涌镇政府', '命令执行漏洞', '低危')
('中山市公路局', '命令执行漏洞', '高危')
('东莞理工学院', '命令执行漏洞', '低危')
('山西省环保厅', '命令执行漏洞', '高危')
('中山市质量技术监督局', '命令执行漏洞', '低危')
('苏州市住房和城乡建设局', '命令执行漏洞', '高危')
('济南市政府采购中心 ', '命令执行漏洞', '高危')
('浙江律师综合管理平台', '命令执行漏洞', '低危')
('中山市机关党建网', '命令执行漏洞', '低危')
('时趣互动', '命令执行漏洞', '低危')
('新航道学校', '命令执行漏洞', '低危')
('西藏自治区地震局', '命令执行漏洞', '低危')
('潍坊市工商行政管理局', '代码执行漏洞', '低危')
('北京高技术创业服务中心', '命令执行漏洞', '低危')
('中山市商务局', '入侵事件漏洞', '低危')
('中山市政府', '代码执行漏洞', '低危')
('同望科技股份有限公司', '命令执行漏洞', '低危')
('青岛港电子商务网 ', '命令执行漏洞', '低危')
('中山市公路局', '命令执行漏洞', '低危')
('西宁市社会保险服务局', '代码执行漏洞', '低危')
('无忧乐行', '命令执行漏洞', '低危')
('中国韶关政府', '命令执行漏洞', '低危')
('荔枝选', '命令执行漏洞', '低危')
('广东省中山市三角镇人民政府', '命令执行漏洞', '低危')
('清徐县人民政府', '命令执行漏洞', '低危')
('广东省中山市社保局', '命令执行漏洞', '低危')
('山东大学齐鲁医院', '命令执行漏洞', '低危')
('中山市翠亨区政府', '命令执行漏洞', '高危')
('云浮市云安区人民法院', '代码执行漏洞', '低危')
('纳斯达克', '代码执行漏洞', '高危')
('优教云综合教育公共服务平台', '命令执行漏洞', '低危')
('泰兴市人民政府', '命令执行漏洞', '高危')
('烟草行业招投标信息平台', '命令执行漏洞', '高危')
('广东省南海区信访局', '命令执行漏洞', '低危')
('中华人民共和国教育部社会科学司', '命令执行漏洞', '低危')
('西安交通大学_1', '代码执行漏洞', '低危')
('中共中山市直属机关工作委员会', '命令执行漏洞', '低危')
('汕尾电子纪检监察综合平台', '命令执行漏洞', '高危')
('海南省教育厅中等学校招生办公室', '命令执行漏洞', '低危')
('汕头市人民政府', '命令执行漏洞', '高危')
('宁夏旅游信息中心', '命令执行漏洞', '低危')
('长沙公安交警', '命令执行漏洞', '高危')
('达州交警网上车管所', '命令执行漏洞', '高危')
('山东省机构编制委', '命令执行漏洞', '高危')
('国家专业技术人才知识更新工程', '命令执行漏洞', '低危')
('中国电信集团公司', '代码执行漏洞', '中危')
('太原粮食局', '代码执行漏洞', '高危')
('肇庆市政府', '代码执行漏洞', '低危')
('广东省网上办事大厅-肇庆分厅', '命令执行漏洞', '高危')
('微生物资源平台', '命令执行漏洞', '中危')
('上海应用技术大学', '命令执行漏洞', '低危')
('福建省财政厅会计处', '代码执行漏洞', '中危')
('10086', '权限绕过漏洞', '中危')
('中国联通沃商店', '命令执行漏洞', '高危')
('中山市公安局', '代码执行漏洞', '中危')
('山东省旅游发展委员会', '命令执行漏洞', '低危')
('国润金融', '命令执行漏洞', '中危')
('揭东区公共服务平台', '命令执行漏洞', '低危')
('湖南大学招生信息网', '命令执行漏洞', '低危')
('成都高投盈创动力投资发展有限公司', '命令执行漏洞', '低危')
('太原市体育局', '命令执行漏洞', '低危')
('索尼', '命令执行漏洞', '低危')
('江苏民族宗教', '命令执行漏洞', '低危')
('中国石化销售有限公司北京石油分公司', '代码执行漏洞', '低危')
('百川保险', '命令执行漏洞', '中危')
('广州大学', '命令执行漏洞', '低危')
('十六番', '命令执行漏洞', '低危')
('中国公务员培训网', '命令执行漏洞', '低危')
('专利信息服务网', '命令执行漏洞', '低危')
('江苏省中医药局', '命令执行漏洞', '高危')
('福建广电网络集团', '命令执行漏洞', '高危')
('其它', '命令执行漏洞', '低危')
('易宝支付储值卡持卡人平台 ', '命令执行漏洞', '中危')
('广州移动', '命令执行漏洞', '高危')
('四川省企业安全生产标准化信息管理系统', '命令执行漏洞', '低危')
('中国保密协会', '命令执行漏洞', '高危')
('云南中医学院', '命令执行漏洞', '低危')
('海南省人力资源和社会保障厅', '代码执行漏洞', '低危')
('天津开发区蜂星通讯设备有限公司', '命令执行漏洞', '高危')
('内蒙古自治区交通职考试报名服务平台', '命令执行漏洞', '低危')
('小天才', '命令执行漏洞', '高危')
('神州泰岳', '命令执行漏洞', '低危')
('四川省工商行政管理局', '代码执行漏洞', '低危')
('石河子大学', '代码执行漏洞', '低危')
('新疆维吾尔自治区公安厅', '命令执行漏洞', '低危')
('七彩虹分销系统', '命令执行漏洞', '低危')
('成都世纪东方网络通信有限公司', '命令执行漏洞', '高危')
('北京二六三企业通信有限公司', '代码执行漏洞', '低危')
('广东省公安厅出入境管理局', '命令执行漏洞', '高危')
('中華電信股份有限公司', '代码执行漏洞', '低危')
('中国招标投标网', '命令执行漏洞', '高危')
('江苏猎宝网络科技有限公司', '命令执行漏洞', '高危')
('荷塘区人民政府', '命令执行漏洞', '高危')
('贵阳市公安交通管理局 ', '命令执行漏洞', '低危')
('广州羊城通', '命令执行漏洞', '高危')
('河北干部网络学院', '命令执行漏洞', '高危')
('襄阳市教育资源公共服务平台', '命令执行漏洞', '高危')
('诺亚控股有限公司', '命令执行漏洞', '低危')
('四川省卫生和计划生育监督执法总队', '命令执行漏洞', '低危')
